,CustomerId,Surname,Credit Score,Geography,Gender,Age,Tenure,Estimated Salary,Account Balance,NumOfProducts,Has Credit Card,Active Members,Exited,Number of Product Category
72,15620344,Mckee,813,France,Male,29,6,33953.87,0.0,1,0,0,0,Low
73,15812518,Palermo,657,Spain,Female,37,0,44203.55,163607.18,1,1,1,0,Low
74,15779052,Ballard,604,Germany,Female,25,5,58426.81,157780.84,2,1,1,0,Medium
75,15770811,Wallace,519,France,Male,36,9,145562.4,0.0,2,1,1,0,Medium
76,15780961,Cavenagh,735,France,Female,21,1,22388.0,178718.19,2,0,0,0,Medium
77,15614049,Incomplete,664,France,Male,55,8,139161.64,0.0,2,1,1,0,Medium
78,15662085,Read,678,France,Female,32,9,148210.64,0.0,1,1,1,0,Low
79,15575185,Bushell,757,Spain,Male,33,5,194239.63,77253.22,1,1,1,0,Low
80,15803136,Postle,416,Germany,Female,41,10,98301.61,122189.66,2,0,0,0,Medium
81,15706021,Buley,665,France,Female,34,1,171413.66,96645.54,2,0,0,0,Medium
82,15663706,Leonard,777,France,Female,32,2,136458.19,0.0,1,0,0,1,Low
83,15641732,Mills,543,France,Female,36,3,26019.59,0.0,2,0,0,0,Medium
84,15701164,Onyeorulu,506,France,Female,34,4,159235.29,90307.62,1,1,1,0,Low
85,15738751,Beit,493,France,Female,46,4,1907.66,0.0,2,0,0,0,Medium
86,15805254,Ndukaku,652,Spain,Female,75,10,114675.75,0.0,2,1,1,0,Medium
87,15762418,Gant,750,Spain,Male,22,3,128643.35,121681.82,1,0,0,1,Low
88,15625759,Rowley,729,France,Male,30,9,151869.35,0.0,2,0,0,0,Medium
89,15622897,Sharpe,646,France,Female,46,4,93251.42,0.0,3,0,0,1,High
90,15767954,Osborne,635,Germany,Female,28,3,156791.36,81623.67,2,1,1,0,Medium
91,15757535,Heap,647,Spain,Female,44,5,174205.22,0.0,3,1,1,1,High
92,15731511,Ritchie,808,France,Male,45,7,147132.46,118626.55,2,0,0,0,Medium
93,15809248,Cole,524,France,Female,36,10,109614.57,0.0,2,0,0,0,Medium
94,15640635,Capon,769,France,Male,29,8,172290.61,0.0,2,1,1,0,Medium
95,15676966,Capon,730,Spain,Male,42,4,85982.47,0.0,2,1,1,0,Medium
96,15699461,Fiorentini,515,Spain,Male,35,10,121277.78,176273.95,1,1,1,0,Low
97,15738721,Graham,773,Spain,Male,41,9,64595.25,102827.44,1,1,1,0,Low
98,15693683,Yuille,814,Germany,Male,29,8,197276.13,97086.4,2,1,1,0,Medium
99,15604348,Allard,710,Spain,Male,22,8,99645.04,0.0,2,0,0,0,Medium
100,15633059,Fanucci,413,France,Male,34,9,6534.18,0.0,2,0,0,0,Medium
101,15808582,Incomplete,665,France,Female,40,6,161848.03,0.0,1,1,1,0,Low
102,15743192,Hung,623,France,Female,44,6,167162.43,0.0,2,0,0,0,Medium
103,15580146,Hung,738,France,Male,31,9,41970.72,82674.15,1,0,0,0,Low
104,15776605,Bradley,528,Spain,Male,36,7,60536.56,0.0,2,0,0,0,Medium
105,15804919,Dunbabin,670,Spain,Female,65,1,177655.68,0.0,1,1,1,1,Low
106,15613854,Mauldon,622,Spain,Female,46,4,30984.59,107073.27,2,1,1,1,Medium
107,15599195,Stiger,582,Germany,Male,32,1,10054.53,88938.62,1,1,1,0,Low
108,15812878,Parsons,785,Germany,Female,36,2,36976.52,99806.85,1,1,1,0,Low
109,15602312,Walkom,605,Spain,Male,33,5,71862.79,150092.8,1,0,0,0,Low
110,15744689,T'Ang,479,Germany,Male,35,9,99449.86,92833.89,1,0,0,1,Low
111,15803526,Eremenko,685,Germany,Male,30,3,63082.88,90536.81,1,1,1,0,Low
112,15665790,Rowntree,538,Germany,Male,39,7,27231.26,108055.1,2,0,0,0,Medium
113,15715951,Thorpe,562,France,Male,42,2,86797.41,100238.35,1,0,0,0,Low
114,15591100,Chiemela,675,Spain,Male,36,9,22994.32,106190.55,1,1,1,0,Low
115,15609618,Fanucci,721,Germany,Male,28,9,101300.94,154475.54,2,1,1,1,Medium
116,15675522,Incomplete,628,Germany,Female,30,9,74169.13,132351.29,2,1,1,0,Medium
117,15705512,Welch,668,Germany,Female,37,6,115638.29,167864.4,1,0,0,0,Low
118,15698028,Duncan,506,France,Female,41,1,31766.3,0.0,2,0,0,0,Medium
119,15661670,Chidozie,524,Germany,Female,31,8,199725.39,107818.63,1,0,0,1,Low
120,15600781,Incomplete,699,Germany,Male,34,4,120834.48,185173.81,2,0,0,0,Medium
121,15682472,Culbreth,828,France,Male,34,8,38131.77,129433.34,2,0,0,0,Medium
122,15580203,Unknown,674,Spain,Male,38,6,-999999.0,120193.42,1,0,0,0,Low
123,15690673,Cameron,656,France,Female,39,6,141069.88,0.0,2,0,0,0,Medium
124,15760085,Calabresi,684,Germany,Female,48,10,198129.36,126384.42,1,1,1,0,Low
125,15779659,Zetticci,625,France,Female,28,3,183646.41,0.0,1,0,0,0,Low
126,15627360,Fuller,432,France,Male,42,9,110265.24,152603.45,1,0,0,1,Low
127,15671137,Macdonald,549,France,Female,52,1,8636.05,0.0,1,1,1,1,Low
128,15782688,Piccio,625,Germany,Male,56,0,46824.08,148507.24,1,0,0,1,Low
129,15575492,Kennedy,828,France,Female,41,7,171378.77,0.0,2,0,0,0,Medium
130,15591607,Fernie,770,France,Male,24,9,167256.35,101827.07,1,0,0,0,Low
131,15740404,Incomplete,758,France,Female,34,3,124226.16,0.0,2,1,1,0,Medium
132,15718369,Kaodilinakachukwu,795,Germany,Female,33,9,114935.21,130862.43,1,1,1,0,Low
133,15677871,Cocci,687,France,Male,38,9,35608.88,122570.87,1,1,1,0,Low
134,15642004,Alekseeva,686,France,Male,25,1,16459.37,0.0,2,1,1,0,Medium
135,15712543,Chinweike,789,Germany,Male,39,7,124411.08,124828.46,2,1,1,0,Medium
136,15584518,Arthur,589,Germany,Female,50,5,34941.23,144895.05,2,1,1,0,Medium
137,15802381,Incomplete,461,Germany,Female,34,5,167784.28,63663.93,1,1,1,0,Low
138,15610156,Incomplete,637,France,Male,40,2,93165.34,133463.1,1,1,1,0,Low
139,15594408,Chia,584,Spain,Female,48,2,75161.25,213146.2,1,0,0,1,Low
140,15640905,Vasin,579,Spain,Female,35,1,8590.83,129490.36,2,1,1,1,Medium
141,15698932,Groves,756,Germany,Male,44,10,189543.9,137452.09,1,0,0,0,Low
142,15724944,Tien,663,France,Male,34,7,180427.24,0.0,2,1,1,0,Medium
143,15628145,Forwood,682,France,Female,43,5,193318.33,125851.93,1,1,1,0,Low
144,15713483,Greeves,793,Spain,Male,52,2,159123.82,0.0,1,0,0,1,Low
145,15612350,Taylor,691,France,Female,31,5,126213.84,40915.55,1,0,0,1,Low
146,15800703,Madukwe,485,Spain,Female,21,5,54141.5,113157.22,1,1,1,0,Low
147,15705707,Bennelong,635,Spain,Female,29,8,141075.51,138296.94,2,0,0,0,Medium
148,15754105,Olisanugo,650,France,Male,37,5,24495.03,106967.18,1,0,0,0,Low
149,15703264,Chukwufumnanya,735,France,Male,44,9,74836.34,120681.63,1,0,0,0,Low
150,15794413,Harris,416,France,Male,32,0,878.87,0.0,2,1,1,0,Medium
151,15650237,Morgan,754,Spain,Female,32,7,89520.75,0.0,2,0,0,0,Medium
152,15759618,Alexeeva,535,France,Female,48,9,149892.79,0.0,1,0,0,1,Low
153,15811589,Metcalfe,716,Spain,Male,42,8,180800.42,0.0,2,0,0,0,Medium
154,15689044,Humphries,539,France,Male,37,2,98646.22,127609.59,1,0,0,0,Low
155,15709368,Milne,614,France,Female,43,6,109041.53,0.0,2,1,1,0,Medium
156,15679145,Chou,706,Spain,Male,57,7,17941.16,0.0,1,0,0,1,Low
157,15655007,Incomplete,758,France,Female,33,7,82996.47,0.0,2,0,0,0,Medium
158,15623595,Clayton,586,Spain,Female,28,2,92067.35,0.0,2,1,1,0,Medium
159,15589975,Maclean,646,France,Female,73,6,104719.66,97259.25,1,1,1,0,Low
160,15804017,Chigolum,631,Germany,Female,33,4,112687.57,123246.7,1,0,0,0,Low
161,15692132,Wilkinson,717,Spain,Female,22,6,84699.56,101060.25,1,1,1,0,Low
162,15641122,Wei,684,France,Male,30,2,83473.82,0.0,2,0,0,0,Medium
163,15630910,Treacy,800,France,Female,49,7,47125.11,108007.36,1,0,0,0,Low
164,15680772,Incomplete,721,Spain,Female,36,2,106977.8,0.0,2,1,1,0,Medium
165,15658929,Taverner,683,Spain,Male,29,0,55582.54,133702.89,1,0,0,1,Low
166,15585388,Sherman,660,Germany,Male,31,9,139874.43,125189.75,2,1,1,0,Medium
167,15724623,Taubman,704,Germany,Female,24,7,162503.48,113034.22,1,0,0,1,Low
168,15588537,Robinson,615,Spain,Female,41,9,196499.96,109013.23,1,0,0,0,Low
169,15574692,Pinto,667,Spain,Female,39,2,40721.24,0.0,2,0,0,1,Medium
170,15611325,Wood,682,Germany,Male,24,9,53134.3,57929.81,2,0,0,0,Medium
171,15587562,Hawkins,484,France,Female,29,4,164017.89,130114.39,1,0,0,0,Low
172,15613172,Sun,628,Germany,Male,27,5,155996.96,95826.49,2,0,0,0,Medium
173,15651022,Yost,480,Germany,Male,44,10,5472.7,129608.57,1,0,0,1,Low
174,15586310,Ting,578,France,Male,30,4,112187.11,169462.09,1,0,0,0,Low
175,15625524,Rowe,512,France,Male,40,5,146457.83,0.0,2,1,1,0,Medium
176,15755209,Incomplete,484,Spain,Female,35,7,27286.1,133868.21,1,1,1,0,Low
177,15645248,Incomplete,510,France,Female,30,0,130553.47,0.0,2,1,1,0,Medium
178,15790355,Okechukwu,606,Germany,Male,36,5,179351.89,190479.48,2,0,0,0,Medium
179,15762615,Campbell,597,Spain,Female,40,8,94774.12,101993.12,1,1,1,0,Low
180,15625426,Ashbolt,754,Germany,Female,55,3,8080.85,161608.81,1,0,0,1,Low
181,15716334,Rozier,850,Spain,Female,45,2,19482.5,122311.21,1,1,1,0,Low
182,15789669,Hsia,510,France,Male,65,2,48071.61,0.0,2,1,1,0,Medium
183,15621075,Ogbonnaya,778,Germany,Female,45,1,174531.27,162150.42,2,0,0,0,Medium
184,15810845,T'Ang,636,France,Male,42,2,55470.78,0.0,2,1,1,0,Medium
185,15719377,Cocci,804,France,Female,50,4,8546.87,0.0,1,1,1,1,Low
186,15654506,Chang,514,France,Male,32,8,95857.18,0.0,2,0,0,0,Medium
187,15771977,T'Ao,730,France,Female,39,1,194945.8,99010.67,1,0,0,0,Low
188,15708710,Ford,525,Spain,Female,37,0,131521.72,0.0,1,1,1,0,Low
189,15726676,Marshall,616,Spain,Male,30,5,196108.51,0.0,2,1,1,0,Medium
190,15587421,Tsai,687,Germany,Female,34,7,148564.76,111388.18,2,0,0,0,Medium
191,15726931,Onwumelu,715,France,Female,41,8,92982.61,56214.85,2,0,0,1,Medium
192,15771086,Graham,512,France,Female,36,3,17675.36,84327.77,2,0,0,0,Medium
193,15756850,Golovanov,479,France,Male,40,1,114996.43,0.0,2,0,0,0,Medium
194,15702741,Potts,601,France,Male,32,8,86957.42,93012.89,1,0,0,0,Low
195,15679200,Crawford,580,Spain,Male,29,9,128077.8,61710.44,2,0,0,0,Medium
196,15594815,Aleshire,807,France,Male,35,3,600.36,174790.15,1,1,1,0,Low
197,15635905,Moran,616,Spain,Female,32,6,43001.46,0.0,2,1,1,0,Medium
198,15777892,Samsonova,721,Germany,Male,37,3,158591.12,107720.64,1,1,1,0,Low
199,15656176,Jenkins,501,France,Male,57,10,47847.19,0.0,2,1,1,0,Medium
200,15811127,Volkov,521,France,Male,35,6,10488.44,96423.84,1,0,0,0,Low
201,15604482,Chiemezie,850,Spain,Male,30,2,5978.2,141040.01,1,1,1,0,Low
202,15622911,Jude,759,France,Male,42,4,121409.06,105420.18,1,1,1,0,Low
203,15600974,Incomplete,516,Spain,Male,50,5,146145.93,0.0,1,1,1,1,Low
204,15727868,Onuora,711,France,Female,38,2,14374.86,129022.06,2,1,1,1,Medium
205,15627801,Ginikanwa,512,Spain,Male,33,3,94670.77,176666.62,1,0,0,0,Low
206,15773039,Incomplete,550,France,Male,37,3,179670.31,0.0,1,1,1,0,Low
207,15755262,Mcdonald,608,Spain,Female,41,3,199304.74,89763.84,1,0,0,1,Low
208,15679531,Collins,618,France,Male,34,5,151954.39,134954.53,1,1,1,0,Low
209,15684181,Hackett,643,France,Male,45,5,142513.5,0.0,1,0,0,1,Low
210,15612087,Dike,671,France,Male,45,2,158264.62,106376.85,1,1,1,0,Low
211,15752047,Trevisano,689,Germany,Male,33,2,169381.9,161814.64,2,0,0,0,Medium
212,15624592,Tan,603,France,Male,31,8,169915.02,0.0,2,1,1,0,Medium
213,15573152,Glassman,620,France,Female,41,9,88852.47,0.0,2,0,0,0,Medium
214,15594917,Miller,676,France,Female,34,1,40645.81,63095.01,1,1,1,0,Low
215,15785542,Kornilova,572,Germany,Male,26,4,60427.3,118287.01,2,0,0,0,Medium
216,15723488,Watson,668,Germany,Male,47,7,157959.02,106854.21,1,1,1,1,Low
217,15680920,Marchesi,695,France,Male,46,7,133007.34,49512.55,1,0,0,0,Low
218,15786308,Millar,730,Spain,Female,33,9,176576.62,0.0,2,0,0,0,Medium
219,15659366,Shih,807,France,Male,43,1,34888.04,105799.32,2,0,0,1,Medium
220,15774854,Fuller,592,France,Male,54,8,28737.71,0.0,1,1,1,1,Low
221,15725311,Hay,726,France,Female,31,9,98178.57,114722.05,2,1,1,0,Medium
222,15787155,Yang,514,Spain,Male,30,7,125010.24,0.0,1,1,1,0,Low
223,15727829,Mcintyre,567,France,Male,42,2,167984.61,0.0,2,1,1,0,Medium
224,15733247,Stevenson,850,France,Male,33,10,4861.72,0.0,1,0,0,1,Low
225,15568748,Poole,671,Germany,Male,45,6,108872.45,99564.22,1,1,1,1,Low
226,15699029,Bagley,670,France,Male,37,4,198252.88,170557.91,2,0,0,0,Medium
227,15774393,Ch'Ien,694,France,Female,30,9,26960.31,0.0,2,1,1,0,Medium
228,15676895,Cattaneo,547,Germany,Female,39,6,85746.52,74596.15,3,1,1,1,High
229,15637753,O'Sullivan,751,Germany,Male,50,2,77206.25,96888.39,1,0,0,1,Low
230,15605461,Lucas,594,Germany,Female,29,3,61048.53,130830.22,1,0,0,0,Low
231,15808473,Ringrose,673,France,Male,72,1,111981.19,0.0,2,1,1,0,Medium
232,15627000,Freeman,610,France,Male,40,0,62232.6,0.0,2,0,0,0,Medium
233,15787174,Sergeyev,512,France,Female,37,1,156105.03,0.0,2,1,1,0,Medium
234,15723886,Fiore,767,Germany,Male,20,3,150135.38,119714.25,2,1,1,0,Medium
235,15704769,Smith,585,France,Female,67,5,93146.11,113978.97,2,1,1,0,Medium
236,15772896,Dumetochukwu,763,Germany,Male,42,6,33462.94,100160.75,1,0,0,1,Low
237,15711540,Pacheco,712,France,Female,29,2,144375.0,0.0,1,1,1,0,Low
238,15764866,Synnot,539,Germany,Female,43,3,55803.96,116220.5,3,0,0,1,High
239,15794056,Johnston,668,France,Female,46,2,89048.46,0.0,3,0,0,1,High
240,15795149,Stevens,703,France,Male,28,2,162812.16,81173.83,2,1,1,0,Medium
241,15812009,Grant,662,Spain,Male,38,4,136259.65,0.0,2,0,0,0,Medium
242,15651001,Tsao,725,Germany,Female,39,5,124052.97,116803.8,1,0,0,0,Low
243,15813844,Barnes,703,France,Male,37,8,74158.8,105961.68,2,1,1,0,Medium
244,15596175,Mcintosh,659,Germany,Male,67,6,45071.09,117411.6,1,1,1,1,Low
245,15576269,Madison,523,Spain,Male,34,7,62030.06,0.0,2,0,0,0,Medium
246,15797219,Ifesinachi,635,France,Female,40,10,131953.23,123497.58,1,0,0,1,Low
247,15685500,Glazkov,772,Germany,Male,26,7,79414.0,152400.51,2,0,0,0,Medium
248,15599792,Dimauro,545,France,Female,26,1,199638.56,0.0,2,1,1,0,Medium
249,15657566,Wieck,634,Germany,Male,24,8,157577.29,103097.85,1,1,1,0,Low
250,15772423,Liao,739,Germany,Male,54,8,134420.75,126418.14,1,0,0,1,Low
251,15628112,Hughes,771,Germany,Female,36,5,99805.99,77846.9,1,0,0,0,Low
252,15753754,Morrison,587,Spain,Female,34,1,97932.68,0.0,2,1,1,0,Medium
253,15793726,Matveyeva,681,France,Female,79,0,170968.99,0.0,2,1,1,0,Medium
254,15694717,Incomplete,544,Germany,Male,37,2,57558.95,79731.91,1,1,1,0,Low
255,15665834,Cheatham,696,Spain,Male,28,8,176713.47,0.0,1,0,0,0,Low
256,15765297,Yao,766,Spain,Male,41,0,34283.23,0.0,2,1,1,0,Medium
257,15636684,Kirkland,727,France,Male,34,10,198637.34,0.0,2,1,1,0,Medium
258,15592979,Rose,671,Germany,Female,34,6,156917.12,37266.67,2,0,0,0,Medium
259,15750803,Jess,693,France,Female,30,6,50457.2,127992.25,1,1,1,0,Low
260,15607178,Welch,850,Germany,Male,38,3,140075.55,54901.01,1,1,1,0,Low
261,15713853,Ifeajuna,732,Germany,Male,42,9,65323.11,108748.08,2,1,1,0,Medium
262,15673481,Morton,726,Spain,Female,48,6,64323.24,99906.19,1,0,0,0,Low
263,15686776,Rossi,557,France,Female,32,6,14956.44,184686.41,2,0,0,0,Medium
264,15673693,Reppert,682,France,Female,26,0,111879.21,110654.02,1,1,1,0,Low
265,15700696,Kang,738,Spain,Male,31,9,18606.23,79019.8,1,1,1,0,Low
266,15813163,Ch'Iu,531,Spain,Female,36,9,123137.01,99240.51,1,0,0,0,Low
267,15653857,Wallis,498,France,Male,34,2,148528.24,0.0,2,1,1,0,Medium
268,15777076,Clark,651,France,Male,36,7,13898.31,0.0,2,0,0,0,Medium
269,15717398,Fielding,549,Spain,Female,39,7,81259.25,0.0,1,0,0,1,Low
270,15799217,Zetticci,791,Germany,Female,35,7,161051.75,52436.2,1,0,0,0,Low
271,15787071,Dulhunty,650,Spain,Male,41,9,191599.67,0.0,2,1,1,0,Medium
272,15619955,Bevington,733,Germany,Male,34,3,48559.19,100337.96,3,0,0,1,High
273,15796505,Boyle,811,Germany,Female,34,1,186339.74,149297.19,2,1,1,0,Medium
274,15725166,Newton,707,France,Male,30,8,33159.37,0.0,2,0,0,0,Medium
275,15800116,Bowman,712,Germany,Male,28,4,93883.53,145605.44,1,1,1,0,Low
276,15758685,Dubinina,706,Spain,Female,37,7,110899.3,0.0,2,1,1,0,Medium
277,15694456,Toscani,756,France,Male,62,3,11199.04,0.0,1,1,1,1,Low
278,15767339,Chiazagomekpere,777,France,Female,53,10,189992.97,0.0,2,0,0,0,Medium
279,15683562,Allen,646,France,Male,35,6,164255.69,84026.86,1,1,1,0,Low
280,15782210,K'Ung,714,France,Male,46,1,152167.79,0.0,1,0,0,1,Low
281,15668893,Wilsmore,782,France,Male,39,8,33949.67,0.0,2,1,1,0,Medium
282,15669169,Hargreaves,775,Spain,Male,29,10,68143.93,0.0,2,1,1,0,Medium
283,15643024,Huang,479,Germany,Male,35,4,47251.79,138718.92,1,1,1,1,Low
284,15699389,Ch'Ien,807,France,Male,42,7,25885.72,118274.71,1,1,1,0,Low
285,15708608,Wallwork,799,France,Female,22,8,192633.85,174185.98,2,1,1,0,Medium
286,15626144,Chu,675,France,Male,40,7,34577.36,113208.86,2,0,0,0,Medium
287,15573112,Kang,602,Spain,Male,29,5,161229.84,103907.28,1,0,0,0,Low
288,15790678,Davidson,475,France,Female,32,8,100816.29,119023.28,1,0,0,0,Low
289,15727556,O'Donnell,744,Spain,Female,26,5,181694.44,166297.89,1,1,1,0,Low
290,15697307,Nnachetam,588,Spain,Male,34,10,79078.91,0.0,2,0,0,0,Medium
291,15652266,Chidiebele,703,Germany,Male,42,9,137316.32,63227.0,1,1,1,0,Low
292,15607098,Ahmed,747,Spain,Female,41,5,194926.86,94521.17,2,0,0,0,Medium
293,15655774,Booth,583,France,Male,27,7,51285.49,0.0,2,0,0,0,Medium
294,15590241,Chuang,750,Spain,Female,34,9,150401.53,112822.26,1,0,0,1,Low
295,15785819,Shao,681,France,Male,38,3,112491.96,0.0,2,1,1,0,Medium
296,15723654,Tsao,773,France,Male,25,2,73656.38,135903.33,1,0,0,0,Low
297,15774510,Tien,714,France,Female,31,4,106636.89,125169.26,1,1,1,0,Low
298,15684173,Chang,687,Spain,Female,44,7,155853.52,0.0,3,0,0,1,High
299,15650068,Johnson,511,France,Male,58,0,162599.51,149117.31,1,1,1,0,Low
300,15811490,French,627,France,Male,33,5,103737.82,0.0,2,1,1,0,Medium
301,15803976,Efremov,694,France,Female,31,10,160990.27,0.0,2,0,0,0,Medium
302,15682541,Hartley,616,Spain,Female,36,6,15462.84,132311.71,1,0,0,0,Low
303,15695699,Calabrese,687,France,Male,35,8,10334.05,0.0,2,0,0,0,Medium
304,15624188,Chiu,712,France,Female,33,6,190686.16,0.0,2,1,1,0,Medium
305,15812191,Brennan,553,France,Male,33,4,94440.45,118082.89,1,0,0,0,Low
306,15636673,Onwuatuegwu,667,France,Male,31,1,28257.63,119266.69,1,1,1,0,Low
307,15594898,Hewitt,731,France,Male,43,2,170034.95,0.0,1,1,1,1,Low
308,15660211,Shih,629,Germany,Male,35,7,31824.29,156847.29,2,0,0,0,Medium
309,15773972,Balashov,614,France,Male,50,4,127166.49,137104.47,1,0,0,1,Low
310,15746726,Doyle,438,Germany,Male,31,8,44937.01,78398.69,1,0,0,0,Low
